,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
187,The Pattern of Cultural Groups in Worcester ,"Local geographic landscapes and social conditions of various ethnic groups in Worcester, Massachusetts. Author's 1955 article in the journal Economic Geography, ""Mapping Cultural Groups in an American Industrial City,"" is based on the research conducted for this dissertation.","Creveling, Harold Franklin",,,1951,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/31005518"">31005518</a>","20th century; Worcester, Massachusetts",,,,,,,,,,,169,"Worcester, Massachusetts",,,,,,The Pattern of Cultural Groups in Worcester @ Google Books,,,,,https://francolibrary.com/archive/files/482a0c86756ce1969733a2405ba6fe88.jpg,Community: Customs and Social Life;Demography;Ethnicity and Collective Identity;Geography;Labor History;Massachusetts;Nonfiction -- Anthropology;Nonfiction -- History -- Labor and Social;Nonfiction -- History -- Local;Nonfiction -- Social Sciences;Religion;Social History;Worcester MA
188,"Continuity and Disruption : Working-Class Community in Lynn and Fall River, Massachusetts, 1880-1950 ","From a review of by Donald H. Stewart, SUNY Cortland, on the later text based on this dissertation's research: ""Cumbler concentrates on two Massachusetts cities - Lynn, a late-nineteenth century shoe manufacturing center, and Fall River, a leading textile producer. Contradicting historians who argue that upward mobility and ethnic competition prevented American coherent class solidarity, he finds much of it in both municipalities.""","Cumbler, John Taylor, Jr.",,,1974,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/3420030"">3420030</a>","1880-1950; Fall River, Lynn, Massachusetts",,,,,,,,,,,336,"Ann Arbor, Michigan",,,,,,http://www.jstor.org/stable/1043215 (read a review of the text here);Continuity and Disruption... @ Google Books,,,,,https://francolibrary.com/archive/files/29bebf55798454a67ed1856af249cac3.jpg,Boston MA;Bowenville MA;Business and Economics;Community: Customs and Social Life;Ethnicity and Collective Identity;Fall River MA;Government and Politics;Labor History;Lynn MA;Massachusetts;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Quequechan River Valley;Social History
189,"Structure and Strategy : French-Canadians in Central New England, 1850-1900 ","Fitchburg and Worcester, Massachusetts, as cities atypical of Franco American communities in the 19th century. Focuses on the specific industries, demography, and institutional developments in these cities that serve to break the better-known pattern model of what is known as ""the New England mill town."" From the author: ""[This study] uses an ecological approach to explore the occupational make-up, settlement patterns, institutional development, and demographic tendencies of the French-Canadians in these two industrially diversified cities as compared to 'Spindle Cities'....This is a departure from standard works on Franco-Americans....It examines a region and its social groups to see middle range social phenomena.""","Dauphinais, Paul Raymond",,,1991,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/27298873"">27298873</a>","20th century; Fitchburg, Worcester, Massachusetts",,,,,,,,,,,294,"Orono, Maine",,,,,,"Structure and Strategy... @ Google Books;Structure and Strategy... @ Fogler Library, UMaine",,,,,https://francolibrary.com/archive/files/0eb69d9de87ff5e567ac609b33f04f92.jpg,Acculturation and Assimilation;Business and Economics;Community: Customs and Social Life;Demography;Emigration and Immigration;Fitchburg MA;Geography;New England;Nonfiction;Nonfiction -- History -- Labor and Social;Worcester MA
190,An Exploration into the Health and Illness Beliefs of a Franco-American Community : The Description of a Clinical Reality ,"From the author: ""The purpose of this thesis was to explore and describe the health and illness beliefs of a Franco-American community in Northern Maine. A major assumption of this study was that culture impacts all aspects of life and therefore determines how we define health and illness.  The ethnographic inquiry provided an exhaustive description of health and illness experiences of selected members within the community and, through contextual analysis, allowed inductive identification of patterns within the group. Major themes emerged in the areas of health beliefs (functional and subjective health definitions), health behaviors (approach and avoidance behaviors), illness beliefs (susceptibilities and vulnerabilities), illness behaviors (home-care and cues to action) and clinical reality. The subsequent ethnographic record provided a rich description of the health and illness beliefs of a Franco-American community and allowed a glimpse into the clinical reality shared by its members.""","Desjardins, Lise A.",,,1995,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/34127818"">34127818</a>","20th century; Old Town, Maine",,,,,,,,,,,83,"Orono, Maine",,,,,,"An Exploration... @ Fogler Library, UMaine;An Exploration... @ Google Books",,,,,https://francolibrary.com/archive/files/2a8c23898749a1ed0b727190ac9e5af6.jpg,Alcohol and Drugs;Canada;Community: Customs and Social Life;Death and Disaster;Ethnicity and Collective Identity;Folklore;Food;French Island ME;German Americans;Health and Wellness;Indian Island ME;Irish Americans;Italian Americans;Nonfiction;Nonfiction -- Science and Medicine;Nonfiction -- Social Sciences;Old Town ME;Pownal ME;Religion
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,The Franco-Americans of New Hampshire : A Case Study of Ethnicity and Social Stratification ,Exploration of the relationship between Franco-American ethnicity and socioeconomic status in the state of New Hampshire. Doane's research revolves around questions of class characteristics and ethnic group interests.,"Doane, Ashley W., Jr",,,1983,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/10353021"">10353021</a>",20th century; New Hampshire,,,,,,,,,,,193,"Durham, New Hampshire",,,,,,The Franco-Americans of New Hampshire... @ Google Books,,,,,https://francolibrary.com/archive/files/c2888b517f50f4220e76e4ec07e76842.jpg,Business and Economics;Community: Customs and Social Life;Ethnicity and Collective Identity;Labor History;Mills and Mill Work;New Hampshire;Nonfiction;Nonfiction -- Social Sciences;Nonfiction -- Sociology
193,"French-Canadian Beginnings in an American Community : Lowell, Massachusetts, 1868-1886 ","Ph. D. thesis on nineteenth-century immigration and the early development of the French-Canadian community of Lowell, Massachusetts - a significant city in post-bellum, industrial northeastern America.","Early, Frances H.",Full text,,1979,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/9903408"">9903408</a>","1868-1886; Lowell, Massachusetts",,,,,,,,,,,282,,,,,,,French-Canadian Beginnings... @ Concordia University,,,,,https://francolibrary.com/archive/files/c6345a3d49e650964816bdf4cd84aee4.jpg,Community: Customs and Social Life;Demography;Emigration and Immigration;Ethnicity and Collective Identity;Family;Labor History;Lowell MA;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration;QuÃ©bec;Religion;Social History;United States
194,Growing Up a Franco-American : The Social and Academic Effects of Bilingual Education in Northern Vermont ,"From Edwards: ""A French-English bilingual education programme in Northern Vermont was studied to investigate its effects upon the French-speaking children. Data was presented showing the decline in French usage in the area, and the gradual assimilation of the French families into the American mainstream. Against this background, the program was seen to have helped the French pupils in academic performance compared both with their English schoolmates and with pre-programme French children. It was also shown that the programme did not have much impact outside the schools upon language usage or maintenance nor, it was argued, would this have been a realistic aim. However, in the terms ot the Act under which the programme operated, the programme was successtul - a considerable achievement in view of the generally bleak record of intervention programmes.""","Edwards, John R.",Full text,,1973,,en; fr,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/61546613"">61546613</a>",20th century; Vermont,,,,,,,,,,,160,,,,,,,Growing Up a Franco-American... @ McGill University;Growing Up a Franco-American... @ Google Books,,,,,https://francolibrary.com/archive/files/a797dc5996c2fc942f4e1d3e6a868e11.jpg,Acculturation and Assimilation;Berlin NH;Demography;Education;Emigration and Immigration;Essex County VT;Fall River MA;Holland VT;Island Pond VT;Language and Linguistics;Lewiston ME;Manchester NH;New England;Nonfiction;Nonfiction -- Education;Nonfiction -- Psychology;Nonfiction -- Social Sciences;Orleans County VT;QuÃ©bec;Vermont;Youth
195,"Construction, Perpetuation and Unraveling of a Community : The Franco Americans of Manchester, New Hampshire, 1870 to the Present","Printed in 1987, Fahey's 1974 undergraduate thesis focuses on the history of Franco Americans in Manchester, New Hampshire, their development as a distinctly knit ethnic community, and the eventual softening of the heritage-centered communal bonds that were the trademark of early 20th-century Manchester. Arguments toward French Canadian assimilation in New England.","Fahey, Christine",,,1974,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/17787221"">17787221</a>","1870-1970; Manchester, New Hampshire",,,,,,,,,,,104,"Gambier, Ohio",,,,,,"Construction, Perpetuation... @ Kenyon College;Construction, Perpetuation... @ Kenyon College",,,,,https://francolibrary.com/archive/files/7bb8bbc28d4df7c03e73910c02074923.jpg,Acculturation and Assimilation;Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Family;Labor History;Manchester NH;Nonfiction;Nonfiction -- History -- Labor and Social;QuÃ©bec;Religion
196,"The French Canadian Community of Waterville, Maine ","From the text: ""While there have been a number of books and articles on the French Canadians in New England, very little has been written about the French Canadians in Maine. This thesis presents a study of a typical Maine French Canadian community, that of Waterville.  It covers their early settlement in the area, the part played by the church and the schools, and their role in the life of the city."" This text also includes a 77-page index of names of members of the Waterville Franco-American community up to 1951 (baptisms, politicians, religious leaders, businesspersons, attorneys, military personnel, etc.)","Fecteau, Albert",,,1952,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/6965308"">6965308</a>","1840-1950; Waterville, Maine",,,,,,,,,,,380,"Orono, Maine",,,,,,"The French Canadian Community... @ Fogler Library, UMaine;The French Canadian Community... @ Google Books",,,,,https://francolibrary.com/archive/files/8c06329381131b86c13886b29be91875.jpg,Art and Architecture;Business and Economics;Community: Customs and Social Life;Education;Ethnicity and Collective Identity;Government and Politics;Nonfiction;Nonfiction -- History -- Labor and Social;Religion;Waterville ME
197,"Neither Peasants Nor Frenchmen : Racialization, Immigration, and Industrialization in the Franco-American Community of Manchester, New Hampshire, 1880-1930 ","From the author: ""In this thesis, I examine how the processes of racialization, immigration, and industrialization caused the emergence of two divergent definitions of ethnic identity in the Frenchâ€Canadian community of QuÃ©bec and the Francoâ€American community of Manchester, New Hampshire between 1880 and 1930.""","Finefrock, Kevin",Full text,,2007,,en,,,,Thesis/Dissertation,"<a href=""http://www.worldcat.org/oclc/278099025"">278099025</a>","1880-1930; QuÃ©bec; Manchester, New Hampshire",,,,,,,,,,,137,"New London, Connecticut",,,,,,Neither Peasants Nor Frenchmen... @ Connecticut College,,,,,https://francolibrary.com/archive/files/22f7a6f0cd70318c2530a12c69ed548e.jpg,Acculturation and Assimilation;Emigration and Immigration;Ethnicity and Collective Identity;France;Great Britain;Labor History;Language and Linguistics;Manchang MA;Mills and Mill Work;New England;Nonfiction;Nonfiction -- History -- Economic and Industrial;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration;QuÃ©bec;Religion
