title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Echoes of Antiquity in Maria Chapdelaine,"Article exploring Louis Hémon's classic Québec novel, ""Maria Chapdelaine"" (1913), in light of criticism that has considered it in terms of Québec agrarian and religious mythology. The ways in which the novel employs mythological themes that have ""roots in classical antiquity""(62). How the novel can be measured by critical insights into the concept of mythology more generally. Specific comparisons of Hémon's work and characters with ""The Odyssey,"" Greek architecture, and some of the temporal and cosmological concerns of literary antiquity as explored by modern critics.","Mitchell, Constantina",,,2000 Spring/Summer,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60628349"">60628349</a>",19th century - early 20th century; Québec,,,,,,,,,,,,,,0737-3759 ; 9739-3759,,,Québec Studies,"<div class=""element-text""><a href=""http://www.acqs.org/qc_studies_journal/description.html"">http://www.acqs.org/qc_studies_journal/description.html</a></div>",29,,,,https://francolibrary.com/archive/files/08318d26b5ca8eee26df284dab1065c8.jpg,Art and Architecture;Death and Disaster;Fiction and Literature;Greece;Literary Works -- Criticism and History;Québec;Religion,Literary Works | Oeuvres littéraires
Never Back Down,"Novel set in Keene, New Hampshire between the 1950s and early 2000s. Young baseball prospect Jack Landry comes of age with the Catholic sensibility and working-class ethos of his upbringing. Landry confronts stereotype, forbidden love's trials, and the perils of his personal success under the looming ethereal presences of an ancient event and his tragically killed Memere. A man's life between New England and New Orleans, configured through the guiding motto of his youth: ""Never back down, never instigate.""","Hebert, Ernest",,David R. Godine,2012,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/689858563"">689858563</a>","1950s-2000s; Keene, New Hampshire",,,,,,,,,,,284,"Jaffrey, New Hampshire",David R. Godine,,9.78157E+12,,,"<div class=""element-text""><a href=""http://www.godine.com/isbn.asp?isbn=1567924328"">http://www.godine.com/isbn.asp?isbn=1567924328</a></div>",,,,,https://francolibrary.com/archive/files/027abb3951c097f28905ab79684c0cea.jpg,Acadians;Cajuns;Death and Disaster;Family;Fiction and Literature;Florida;Gender and Sexuality;Irish Americans;Keene NH;Literary Works;Literary Works -- Fiction;Mexico ME;Mills and Mill Work;Mississippi;Native Americans;New Hampshire;New Orleans LA;Religion;Rumford ME;Sports and Leisure;White River Junction VT;Youth,Literary Works | Oeuvres littéraires
Little French Mary,"Short story about a French Canadian family newly arrived to Dulham, in New England, and its six-year-old daughter, Mary, who captures the hearts of Dulham's old men. First published in The Pocket Magazine in 1895. Reprinted in The Life of Nancy (1969) (http://www.worldcat.org/oclc/47340) and published online by Coe College: http://www.public.coe.edu/~theller/soj/lon/mary.htm.","Jewett, Sarah Orne",Full text,,1895 November,,en,,,,Magazine Article,"<a href=""http://www.worldcat.org/oclc/1762497"">1762497</a>",19th century; New England,,,,,,,,,,,,,,,,,The Pocket Magazine,"<div class=""element-text""><a href=""http://www.public.coe.edu/~theller/soj/lon/mary.htm"">http://www.public.coe.edu/~theller/soj/lon/mary.htm</a></div>",1,,,,https://francolibrary.com/archive/files/e0231d579459e5b14fe1de498c9c4030.jpg,Berwick ME;Emigration and Immigration;Fiction and Literature;Literary Works -- Fiction;Literary Works -- Short fiction;New England;Youth,Literary Works | Oeuvres littéraires
The Pinch-Hitter,"Short story about sandlot baseball in Lewiston, Maine in the summer of the narrator's thirteenth year, and the ""Phantom Kid,"" Charlie, who stands up to Billy Boudreau's legendary fastball. Featured in a printed collection of stories told at the National Storytelling Festival in Jonesborough, Tennessee between 1973 and 1990.","Parent, Michael",,National Storytelling Press,1991,,en,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/24283905"">24283905</a>","20th century; Lewiston, Maine",,,,,,,,,,,,"Jonesborough, Tennessee",National Storytelling Press,,1879991012; 1879991004,,,"<div class=""element-text""><a href=""http://www.storynet.org/about/"">http://www.storynet.org/about/</a></div>;<div class=""element-text""><a href=""http://books.google.com/books?isbn=1879991101"">Best-Loved Stories...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/c6991f291a3951bd0e4e5af14c3a73dd.jpg,Folklore;Health and Wellness;Lewiston ME;Sports and Leisure;Youth,Literary Works | Oeuvres littéraires
Speeding Across the Rhizome : Deleuze Meets Kerouac On the Road,"A reading of Jack Kerouac's ""On the Road"" alongside the literary criticism of Gilles Deleuze and his counterparts. Emphasis on Deleuze and Félix Guattari's notion of the ""rhizome"" in comparison to the spontaneous routes of cross-country travel taken by characters in Kerouac's novel, and the innovative styles and shapes of his prose. Conversation with Deleuze's own reading of and writings on ""On the Road"" through the critic's descriptions of what is meant by the term ""minor literature"" : writing which is characteristically ""deterritorializ[ed]"" and exhibits a collective, political nature.","Abel, Marco",,,2002,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1645443"">1645443</a>",20th century; United States,,,,,,,,,,,,,,1080-658X,,2,MFS Modern Fiction Studies,"<div class=""element-text""><a href=""http://muse.jhu.edu/journals/modern_fiction_studies/v048/48.2abel.html"">http://muse.jhu.edu/journals/modern_fiction_studies/v048/48.2abel.html</a></div>",48,Speeding Across the Rhizome,,,https://francolibrary.com/archive/files/9cb87d44facf03a0d1022a04a9ef4012.jpg,Criticism and Review;Fiction and Literature;Literary Works -- Criticism and History;Lowell MA;New York NY;San Francisco CA;Travel and Movement;United States,Literary Works | Oeuvres littéraires
The Catholicism of Jack Kerouac,"Observations of Jack Kerouac's ethnoreligious background - Franco American and Roman Catholic - and what the author describes as one of three ""panels of the survivance triptych"" : Catholicism. Historical descriptions of the role and actions of the Roman Catholic Church in historic New France, French Canada, Québec, and later in Franco American communities like Kerouac's Lowell, Massachusetts.  Franco Catholicism's Jansenist and Manichean tendencies as rooted in early French North American history. Kerouac's early devotion and later rebellion from Catholic practice, with an ever persistent reflection of and fascincation with select observably Catholic conditions and attitudes, including the themes of guilt and suffering apparent in his recorded life and works. Shades of Catholicism in ""Beat Movement"" mystical and anti-material mores, and intersections with Kerouac's attentions to Buddhism. Selected revelations of Kerouac's interior life, sexual life, and moral concerns as found in his literature and in select quotation.","Sorrell, Richard S.",,,1982-spr,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1773426"">1773426</a>;<a href=""http://www.worldcat.org/oclc/807291117"">807291117</a>","1930-1970; Lowell, Massachusetts; New York, New York",,,,,,en,,,,,,,,0008-4298,,2,Studies in Religion/Sciences Religieuses,"<div class=""element-text""><a href=""http://www.sagepub.com/journals/Journal201983"">http://www.sagepub.com/journals/Journal201983</a></div>",11,,,,https://francolibrary.com/archive/files/1647a696fdbc6d47a73bda068638fdd4.jpg,Ethnicity and Collective Identity;Family;Gender and Sexuality;Literary Works;Literary Works -- Criticism and History;Lowell MA;New Hampshire;New York NY;Nonfiction -- History -- Religion;Personal History: Biography and Oral History;Québec;Religion;Violence,Literary Works | Oeuvres littéraires
From Little French Mary to Cuzak's Boys : Aspects of the Immigrant Experience in the Work of Sarah Orne Jewett and Willa Cather,Descriptions of immigrant Americans in the literary works of Sarah Orne Jewett and Willa Cather. What immigrant experiences lend to each author's thematic details. Jewett's characterizations of French Canadian and Irish characters in New England towns in the nineteenth century; Cather's twentieth century depictions of more diverse European and North American immigrant groups. Allusions to the two authors' brief friendship. Suggestions of Jewett's potential influence on Cather's style and content.,"Frater, Graham ",,The Edwin Mellen Press,1996,,en,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/33819491"">33819491</a>",19th century-20th century; United States,,,,,,en,,,,,,"Lewiston, New York",The Edwin Mellen Press,,0773488588,,,"<div class=""element-text""><a href=""http://mellenpress.com/mellenpress.cfm?bookid=2950&amp;pc=9"">Willa Cather and European Cultural Influences...</a> @ The Edward Mellen Press</div>;<div class=""element-text""><a href=""http://books.google.com/books?id=BskfAQAAIAAJ"">Willa Cather and European Cultural Influences...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/c0b7d8ee5d058b481d45b30716ef2aa6.jpg,Berwick ME;Immigration;Irish Americans;Literary Works;Literary Works -- Criticism and History;Maine;Nebraska;Religion;United States,Literary Works | Oeuvres littéraires
The Corpse in the Stone Wall : Annie Proulx's Ironic New England,"Essay describing Annie Proulx's critical treatment of New England - in particular, Vermont - in her works of fiction, ""Postcards"" and ""Heart Songs."" Tenuous and tenacious relationships of characters to their rural New England landscapes at once idyllic and ruinous. The failures of fictional New England locals and tourists alike, and the ""cultural politics"" that pit outside economic influence and quaint projections of regional identity against the provincial knowledge afforded in home spaces and local tradition. Comparisons of Proulx's ""New England fiction"" to her later works set in and about Wyoming.","Ryden, Kent C.",Preview,Lexington Books,2009,,en,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/233030405"">233030405</a>;<a href=""http://www.worldcat.org/oclc/857083254"">857083254</a>",20th century; New England,,,,,,,,,,,,"Lanham, Maryland",Lexington Books,,9.78074E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?isbn=0739123955"">The Geographical Imagination of Annie Proulx...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/a737171d43e14afc8c139db1d11c7cec.jpg,Literary Works;Literary Works -- Criticism and History;New England;Nonfiction -- Travel and Tourism;Vermont;Violence;Wyoming,Literary Works | Oeuvres littéraires
Postnational United States Regional Hinterlands : Proulx's Ethnic Working-Class Communities in Accordion Crimes,"Essay analyzing Annie Proulx's novel, ""Accordion Crimes,"" according to the ethnic groups, working-classes, and cultural identities its characters simultaneously challenge and represent. A mid-1990s United States commentary on assimilation, acculturation, race, and place-identity in which this article's author situates the novel. The symbol of the accordion across cultural and geographic lines, within and across certain immigrant communities in the United States, in environments that temper American myths of upward mobility, and within musical communities of diverse qualities.","Werden, Douglas",Preview,Lexington Books,2009,,en,,,,Book Section,"<a href=""http://www.worldcat.org/oclc/233030405"">233030405</a>;<a href=""http://www.worldcat.org/oclc/857083254"">857083254</a>",19th century - 20th century; United States,,,,,,,,,,,,"Lanham, Maryland",Lexington Books,,9.78074E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?isbn=0739123955"">The Geographical Imagination of Annie Proulx...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/0c37987e273d6105c14a77ec24a1df6f.jpg,African Americans;Basque;Cajuns;Chicago IL;Creoles;German Americans;Immigration;Iowa;Italian Americans;Literary Works;Literary Works -- Criticism and History;Louisiana;Maine;Mexican Americans;Minnesota;Montana;Music;Polish Americans;Québec;Sicilian Americans;Viennese Americans;Violence,Literary Works | Oeuvres littéraires
Kerouac : l'écriture comme errance,"Oeuvre critique biographique et littéraire sur le style d'écriture de Jack Kerouac. En deux parties: ""VIVRE,"" ou les espaces de la vie physicale, personelle, solitaire, etc., dont les oeuvres Kerouackians sont nées; et ""ÉCRIRE,"" ou Kérouac comme personnage, auteur, figure littéraire américain au milieu d'une culture littéraire nationale, marginale, et nord-américaine.","Moisan, Clément",,Hurtubise,2010,,fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/480935225"">480935225</a>",20th century; États-Unis; Québec,,,,,,fr,,,,,149,"Montréal, Québec",Hurtubise,,9.7829E+12,,,"<div class=""element-text""><a href=""http://books.google.com/books?isbn=2896472541"">Kerouac: l'écriture comme errance...</a> sur Google Books</div>",,,,,https://francolibrary.com/archive/files/e5cc87c4cb0ffe1fcfaa1fb31dd975c5.jpg,Literary Works;Literary Works -- Criticism and History;Lowell MA;Merrimack River Valley;New York NY;San Francisco CA,Literary Works | Oeuvres littéraires
Vandal Love,"Novel tracing a century of Québec's Hervé family in the United States and Canada, and the genetic conditions that have turned its offspring ""alternately [into] brutes or runts"" (4). Jude the emigrant boxer in 1960s Georgia and Louisiana, and Isa, his abandoned daughter, into Virginia and Maine. Georgianne and the runt orphaned grandchild, François, from Québec across the Canadian provinces in the middle 20th century; Harvey, his son, and the parental separation that removes one from the other. Harvey's personal spiritual quest across the American Southwest. The tragedy and genealogical loops that unify the characters and their movements through time across North America.","Béchard, Deni Y.",Preview,Milkweed Editions,"2012 (2006, Canada edition)",,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/758646813"">758646813</a>",20th century; Québec; Canada; United States,,,,,,en,,,,,339,"Minneapolis, Minnesota",Milkweed Editions (originally published by Doubleday),,9781571310910  1571310916,,,"<div class=""element-text""><a href=""http://dybechard.com/"">http://dybechard.com/</a></div>",,,,,https://francolibrary.com/archive/files/5e23fd96772cb97f64ade394cf96e3da.jpg,Alberta;Alcohol and Drugs;British Columbia;Family;Georgia;Immigration;Lewiston ME;Literary Works;Literary Works -- Fiction;Louisiana;Maine;Manitoba;Montréal QC;New England;New Jersey;New Mexico;Ontario;Québec;Saskatchewan;Vancouver BC;Violence;Virginia,Literary Works | Oeuvres littéraires
